,album,Release_Year,lyrics_title,lyrics_url,lyrics,track_views,is_demo,featuring,number_of_verses,number_of_chorus,# Of Words,Average Sentence Length,Positive Sentiment,Neutral Sentiment,Negative Sentiment,lexical diversity
78,more life,2017.0,skepta interlude ,https://genius.com/drake-skepta-interlude-lyrics, its a madness check my account its a madness mm block that account its a catfish yeah block that account its a catfish dubplate special check my account thats a madness check my account thats a madness ovo bbk greaze block that account thats a catfish block that account thats a catfish   you dont know me you better get to know me stand up tall right next to kobe a young g i had the weapon on me slice up work like pepperoni shing the police still arrest the homies no statement no testimony spit in your face with extra bogey its my time i dont flex a rollie on cloud nine a mans extra cozy bo greaze i might switch it up and direct a movie pussyholes tried to execute me died and came back as fela kuti dont phone me send a text to julie ovo mans so unruly bo south by ride out no suzuki got the austin powers a mans extra groovy greaze front row jacket tailormade crackhead swag with the razor blade sex red umbrella when i make it rain sex my whole team winnin we dont play your game sound like me but they aint the same greaze see them online tryna fake the fame they wanna bust jokes they think im damon wayans yeah   its a madness check my account its a madness more life block that account its a catfish block that account its a catfish ovo bbk check my account thats a madness dubplate check my account thats a madness street team block that account its a catfish greaze block that account its a catfish   yeah theyre nothin like me im a fuckin villain go against me thats a tough decision mmm police wish i was stuck in prison fisheye lens on my tunnel vision straight real life greaze when i touch the riddim still the same guy when i touched a million record labels wanted us to listen but its greatness only for the love of britain i say it how it is and no fucks are given greaze so dont forget to remember me yeah especially all my enemies keep your eyes on me with your jealousy the most solid gang that you will ever see get me just came back from the embassy check my crime sheet check my legacy and now im back on tour so what you tellin me bobo greaze taliban halloween icy pull up in the whip with the gasoline greaze bobo yeah thats that boy from the magazine jeez bust my dance at the cash machine make her back it up bounce on my trampoline like martin luther man i had a dream now its my world you can have the scene   its a madness check my account its a madness block that account its a catfish block that account its a catfish check my account thats a madness check my account thats a madness block that account its a catfish block that account its a catfish,318500.0,0,1,2,3,513,2589.0,0.094,0.688,0.218,0.010042487446890692
79,more life,2017.0,portland ,https://genius.com/drake-portland-lyrics, murda on the beat so its not nice yeah its a habibis ting ya   yeah my side girl got a 5s with the screen cracked still hit me back right away better not never hesitate dont come around thinkin you gettin saved tryna show the dogs brighter days got a torch tryna light the way bitin everybody which is ironic cause your next album probably wont ever see the light of day had fans but you let em down but i guess thats how you niggas gettin down im so high up im like how is niggas really gettin down i could never have a kid then be out here still kiddin round boys playin around where you really wanna take it now i got a 150000 dollars for an afterparty and i gave it to the killas just to break it down bring us up i never take us down but if you bring me up then they might take you down fake fucked with me back then but its gettin hard for you to fake it now fuck bein rich when im forty man im tryna make it now   hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to the ride the wraith skrrt skrrt ten million dollars gotta hide the safe   skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes   skrrt skrrt quavo young nigga i invented you ugh ike turner with the left hand ike griselda blanco with the trap moves trappin gangland with the right hand gang undertaker with the tattoos tats never listen to the class rules no switch it up they bit the last move lets go im a magnet for bad bitches magnet you got the goin out sad bitches sad i spent a fifty on the chain racks you spent your last fifty ugh cash i got the keys to the streets keys you got the key to defeat defeated i got the keys to the warzone brrapt you got the key to the peace ugh   hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to ride the wraith skrrt skrrt ten million dollars gotta hide the safe   we gon go live we gon go live yep yeah yeah we gon go live we gon go live yep yeah yeah gettin loose yeah off the henny roc and a hint of goose yeah ocean deep in my swimmin pool yeah in my pool   throwin dead prez in my livin room yeah in my room takin shots feelin bulletproof flood my rollie told my bitch lets go snorkelin yeah out in portland tryna get in her organs yeah no i did not sign with jay but i still send a tidal wave yeah i might just go get the fade buy the durag and just tie the waves yeah its lit at the crib you could stay me and drake kick like kid n play kid n play god the way that she servin that cake i gotta sit back and digest straight up i guess for the fuck shit im biased yeah i mix double the cup when i stress got my mama out the basement mama thats a different type of face lift free max b up out the bracelets yeah yeah dont hit us askin what the wave is   hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to the ride the wraith skrrt skrrt ten million dollars gotta hide the safe   skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes,2000000.0,0,1,3,5,694,3314.0,0.098,0.66,0.243,0.009052504526252263
80,more life,2017.0,sacrifices ,https://genius.com/drake-sacrifices-lyrics, wrote this shit january 21 baby girl i had to run ill be back a couple months kendall turned 21 was up the street with 21 they could see me online but they wont see me on the ones i got dubai plates in the california state i got her waitin at my place i got no baby on the way im talkin baby like stunna im talkin baby like face lost millions in the past im talkin maybe like eight couple niggas from the city wishin on a star could they be like drake sorry no not today you gotta find your own way big dog from the 6 im talkin dogg like nate my shit be raw out the gate i dont need another take 40 got house on the lake i aint know we had a lake she complainin how im late i aint know it was a date niggas see me in person first thing they say is i know you need a break hell naw i feel great ready now why wait like a kiss from a rose i could be the one to seal your whole fate so be careful what you think think about what you gon say gotta deal with people straight i got my 23s laced its a marathon not a sprint but i still gotta win the race yeah   and im convinced i made sacrifices i been ballin ever since we seein so many blessings shit dont make no sense someone watchin over us so shout goes out to him yeah im convinced i made sacrifices i been ballin ever since yeah i did some wrong i had no choice in my defense someone watchin over us so shout goes out to   2 chainz im a real one few shows thats a mil run when she bust it down i said thanks for givin to me like a pilgrim cold worldll be chillin earmuffs on the children used to trap out the hilton got wood on the cartiers thats a face full of splinters count a bankroll for dinner this the wrong place to enter phone sex for breakfast all kinda women text us met her at the super bowl told her i stayed down the street from texas atown i stay down yeah its all in the wrist this one here out the fence trap jumpin like tha carter mean it jumpin like vince moved on from the election introduced her to the plug cant believe they tried to take the connection ooh girl you a blessin fine ass be finessin yeah i love my fans but i dont wanna take pictures in the restroom drench god with the 6 god point guard and the two guard pretty girls like trap music so i woke up with my wood hard   and im convinced i made sacrifices i been ballin ever since we seein so many blessings shit dont make no sense someone watchin over us so shout goes out to him yeah im convinced i made sacrifices i been ballin ever since yeah i did some wrong i had no choice in my defense someone watchin over us so shout goes out to   i was stealin from a bitch slime back when i was 21 facts my favorite gun was a sig nine 20 in the clip head one no cockin growin up i was a running back you never made me ran once goddamn i got shot sweat started runnin that shit was red like heinz ketchup im kickin pimpin like i punt beat it but dont you think shits sweet im talkin sweet deer meat ooh im talkin suite like he sleep like he sleep we aint doin too much talkin nah im talmbout talkin like a speech election like the president i kill em neat scammers im talkin neat like freak im talkin neat like fleek im talkin neat like a geek yeah you come with beef i eat a b im talkin bs spellin bee sheesh double r thats a rolls paint it yellow like its dairy im talkin rose like derrick im talkin rolls like a belly woo like a new car i got two keys tryna score the bucket like a chevy seat chevy seat then i heard they been pullin all week all week ima use your name like who is he you get it haha i said ima use a name like who is he got some gold on leprechaun sheesh deep sleep short for deceased big bezel on the patty woo im talkin padii meant patek dont try to take it i got guns im talkin guns not pellets pellet i watch the game from the floor floor seats im talkin wood first mattress im talkin wood pants down pants down im talkin woods like them clowns you get it i got my mink off a monkey im talkin monkey like jumanji hrr all your diamonds partly sunny im talkin sunny like d sunny sunny delight my diamonds wet it cost me money im talkin wet like its runnin sink im talkin wet like katrina new orleans im talkin wet like dasani huh   and im convinced i made sacrifices i been ballin ever since we seein so many blessings shit dont make no sense someone watchin over us so shout goes out to him yeah im convinced i made sacrifices i been ballin ever since yeah i did some wrong i had no choice in my defense someone watchin over us so shout goes out to,1100000.0,0,1,3,3,937,4503.0,0.251,0.636,0.114,0.0071063735287586055
81,more life,2017.0,nothings into somethings ,https://genius.com/drake-nothings-into-somethings-lyrics, you ever hear some slow tracks you know what im sayin with like some pimpin to it or somethin that you can relax pop a top to or somethin   big cup of ac im drowsy im still posted up where you first found me did i just read that you just got engaged on me i heard from your friend you couldnt even tell me or better yet wait on me   nah shanahnahnahnahnah shanahnahnahnahnah cant just leave it off that way shanahnahnahnahnah shanahnahnah cant just leave it off that way nah   least do i get an invitation or something a statement or something ask about that you would say it was nothing but heres another nothing that you made into something cant just leave it off that way,373000.0,0,0,2,1,135,675.0,0.112,0.87,0.019,0.037037037037037035
82,more life,2017.0,teenage fever ,https://genius.com/drake-teenage-fever-lyrics, your heart is hard to carry after dark youre to blame for what we could have been cause look at what we are your friends are scared to tell you you went too far funny that its always been all about you from the start i met someone new last night and we kicked it and im going back there tonight and you know whats on my mind this time going back there tonight and you know whats on my mind so   if you had my love and i gave you all my trust would you comfort me and if somehow you knew that your love would be untrue would you lie to me if you had my love and i gave you all my trust would you comfort me and if somehow you knew that your love would be untrue would you lie to me   out of body thats just how i feel when im around you shawty last night we didnt say it but girl we both thought it why second guess i should have stayed you say the word im on the way this shit feels like teenage fever im not scared of it she aint either why second guess i should have stayed cause you know whats on my mind so   if you had my love and i gave you all my trust would you comfort me and if somehow you knew that your love would be untrue would you lie to me if you had my love and i gave you all my trust would you comfort me and if somehow you knew that your love would be untrue would you lie to me   yeah slightly took a left turn there but very much 6am slightly been awake for 24 hours so please forgive me more ideas and stuff comin yeah yeah fam im wafflin but man is tired fam jesus christ,1700000.0,0,0,2,2,326,1496.0,0.211,0.74,0.049,0.01804812834224599
83,more life,2017.0,kmt ,https://genius.com/drake-kmt-lyrics, ness on the beat yeah yeah yeah yeah yeah yeah yeah okay okay okay   demon just got out the can yeah i gave my bro an advance yeah love is just not in my plans not even takin a chance studio right in my yaad im doin ten in a week how long i been on this streak dream about work in my sleep oof okay i got a lock on the streets shoutout to t he did three and he brought it in cause of me you dont know nothin bout me life for my bruddas is deep long as they all on they feet long as they pockets is greaze greaze im in the penthouse but still nothin is sweet yeah dust a man down with the pen its a sweep mmm taller in person youll see when we meet i heard your new shit and im kissin my teeth jheeze   you know dem ones hahaha yeah ahh   bringin that dirtydirty bringin that certy certy mizzy with the quick extension ringin off thirty rah ive got bitches in the merky swervin lookin all curvy and you already know i love them breasts lookin all perky lookin all christmas giftwrapped lookin all turkey spen jumped out the ghost in a suit lookin all churchy oof fingers all itchin twitchin lookin all jerky jerky whippin that white girl yeah cookin that cersei dah i was pushin that dark shit pushin that charcoal yeah now this is that big bad this is gustavo mmm look at them jokers look at that arsehole man are gettin bread now and this is that hard dough yeah clap man dominant murder im a black man government earner couldve just slapped man but he wanted it further why batman dananadana   october firm,1200000.0,0,1,2,0,306,1509.0,0.157,0.747,0.096,0.017892644135188866
84,more life,2017.0,lose you ,https://genius.com/drake-lose-you-lyrics, i dont care what society thinks theyre nothing anyway theyre no better than me out there you just have to fit into a pattern that somebodys already laid out for you life we live you have to set your own patterns your own ideals you have to handle the whole job yourself yeah   no snow tires the range slipslide like trick daddy and trina oli north pull in like 10 million a season queen street visions that nobody believed in if we not on the charts my xo niggas eatin fiftytwo consecutive weekends shout out to weeknd the city gets stronger when everybody is speakin not when everybody out here beefin we got it now we just gotta keep it americas most wanted man im still on the run all these number ones and we still not the ones no hard feelings but ill still get you spun went and got diplomas and we still goin dumb please never label niggas who lay down for a livin my competition its beyond offensive im in it for the glory not the honor mention not tryna be fourth and inches im tryna go the distance yeah distance im on a different mission this the remix to ignition hot and fresh out the kitchen how you forget to fill up with gas on the road to riches too overly ambitious too late to fix it too late for condolences when its over with i need to start sayin shit when i notice it be open with people i need some closure with be honest with myself and take ownership opinions started to burn when tables started to turn i really used to feel like they loved a nigga at first excitin times revitalized trust this little light of mine is gonna shine positively im just takin what god will give me grateful like jerry bob and mickey better attitude well see where it gets me i know catchin flies with honey is still sticky i wrote the book on worldclass finesses and tasteful gestures and makin efforts and never placin second and even better knowin youre first but then takin second inspirin and never takin credit i know i deserve more i just never said it two middle fingers as i make a exit yeah   did i lose you did i did i did i lose you did i did i did i lose you   winnin is problematic people like you more when you workin towards somethin not when you have it way less support from my peers in recent years as i get established unforgivin times but fuck it i manage why is my struggle different than others only child thats takin care of his mother as health worsens and bills double thats not respectable all of a sudden i dont get a pat on the back for the come up what do you see when you see me when did all the things i mean from the bottom of my heart start to lose meaning maybe i share it with too many people back then it used to just feel like our secret back when i would write and not think about how they receive it i be tryna manifest the things i needed and look now i mean its hard to believe it even for me but youre mindful of it all when your mind full of it all how they go from not wantin me at all to wantin to see me lose it all things get dark but my aura just starts glowin im overcome with emotions ones i cant access when im stoned sober jealous ones still envy and niggas turn king cobra i could only speak what i know of man we wrote the book on calculated thinkin and icy heineken drinkin and rival neighborhoods linkin and puttin your trust in someone with the risk of financially sinkin all you did was write the book on garbageass rollies ego strokin picture postin claimin that youd do it for motivational purposes only but you just had to show me see i know cause i study you closely i know when someone lyin i notice people standin for nothin and gettin tired i know what were both thinkin even when youre quiet sometimes i gotta just make sure that i didnt lose you   did i did i did i lose you did i did i did i lose you   this is the 6s year six hundreds instead of six ovo you know well be rockin our asses out to my big brother drizzy you know what im sayin more life 6 to the world gang shit,805800.0,0,0,2,2,789,3951.0,0.125,0.752,0.124,0.007593014426727411
85,more life,2017.0,cant have everything ,https://genius.com/drake-cant-have-everything-lyrics, uh man fresh up out the sand february tan its the boy but im still the man come and get your mans i dont know first you caught the hands then you took the stand its a joke but you say you reali dont understand on a yacht me and all the dogs actin like some dogs we evolved used to think vacation meant niagara falls swear to god shout to buffalo never duckin low i dont stop man im stuck on go always hug the road fuck a opp make his body roll yeah a lot of those started out doin college shows calipari flow then i popped like you never seen we with everything i went off in the 16 give me 17   want a lot cant have everything cant have everything want a lot cant have everything but i want everything   bad attitude tellin who to calm down tryna cool it all down whos callin my name whos involved now tell me who i gotta down ill do a song now man even though theres way less to prove to yall now man everything that went around is comin back around yall better hit the ground goddamn beef forever unfinished yeah its all openended had me off for a minute had you all since beginnin damn i must be coachin cause im not playin with them can you not see the difference i mean i keep the fuckin lights on in the buildin man my record deal should be 500 million goddamn   cant have everything cant have everything want a lot cant have everything but i want everything   finally got my mind in a free state niggas tried to serve me up a cheesesteak i gave them back a clean plate same niggas preein cause they hate to see the team straight same niggas beakin always duckin my release dates thats when the phone starts ringin like are we straight twofaced niggas back around with the three face damn ol triple double russ face watch with the bust face nevermettheplugbutirapabouttheplug face nevermetmyself idontrememberwhoiwas face yall fuckin hilarious yall really think yall niggas teamin up is scarin us yall niggas is arrogant yall sleep at the sheraton all that shit embarrassin tell your big homie im all for goin there again he aint even die and i ball with his inheritance all thats in my account at the bank of america all that drake hysteria 6 side east side all that for my area   you know hun im a bit concerned about this negative tone that im hearing in your voice these days i can appreciate where your uncertainty stems from and you have reason to question your anxieties and how disillusioned you feel as well as feeling skeptical about who you believe you can trust but that attitude will just hold you back in this life and youre going to continue to feel alienated give some thought to this because im confident in you and i know you can reach your desired destination and accomplish your goals much more quickly without this confrontation im hearing in your tone these days when others go low we go high,597200.0,0,0,3,2,541,2822.0,0.156,0.706,0.139,0.010985116938341602
86,more life,2017.0,glow ,https://genius.com/drake-glow-lyrics, watch out for me im bound to glow you better watch out for me im bound to glow   your boy all glowed up every time we touch down bet it go up member doin shows aint nobody show up pour your heart out aint nobody show love they used to laugh when my whip was on the tow truck til me and bein broke finally broke up   watch out for me im about to glow   time to shake the dice time to change the liiight no more 9 to 5 autopilot driiive used to work the fries now we supersiiize we go suit and tie we gon touch the skyyy we so certified we so certifiiied fuck you haters still thats an fyiii they gon bang this here all summertiiime   watch out for me im about to glow   yeah yeah turn me way up my voice is really low yeah yeah yeah yeah okay   watch out watch out why nigga the cops out cops out its all love when i ride top down top down i started out way down low started from the bottom now we here now   watch out for me im about to glow   we about to get the whole nine the whole nine we just landed on a gold mine we the new abu dhabi this is our time   watch out for me im about to glow   i just take the dreams ive been sold and sell em for more you already know   watch out for me im about to glow   hope i deal with karma fore my son do cause i be drivin round this bih with no sunroof man the glow got me feelin like im gunproof   watch out for me im about to glow   i still have my guard up blame this thing im part of tryin to avoid more confrontation i just gotta try harder takin the time to clear my mind cause soon as im able to let that go   watch out for me im bound to glow   through devotion blessed are the children we love yall too we believe if theres anything yall wanna do in life you need devotion can i hear right on through devotion blessed are the children we live for it clap your hands this evening come on yall i said its alright clap your hands this evening come on yall,480700.0,0,1,7,8,428,1905.0,0.124,0.784,0.092,0.014173228346456693
87,more life,2017.0,since way back ,https://genius.com/drake-since-way-back-lyrics,part i   yeah crowd talking   pool in my eyes as you beg i testify that i hate being alone but you finally got me out my zone i know and i miss you know when im tripping oh yes its difficult thank god im christian remember how this all begun just us my mama said you was bad news like dundundundun you proved her right every single night oh my oh my cant close my eyes cant open my eyes dont know what to do im in some kind of mood youre so beautiful youre so beautiful   we gotta listen to some old kelly you slipped out if you dont know already girl i know you know already girl i know you know already things are gettin hot and heavy things are gettin hot and heavy girl i know you know already girl i know you girl i know you   girl i know you know already what havent we done before what is not already mine couldnt tell you whats not yours   you said that you think about me every day saturday to saturday you see that ive been goin through it hopin everythings okay i just want to let you know everything these days is textual i just want to get a lil sexual with you cause i remember way way back with the waves under the wave cap you were someone elses wife in fact you didnt even look at me like that then it all just switched over time step by step and you know whats next girl i cant pretend   we gon have to listen to some old kelly you slipped out if you dont know already girl i know you know already girl i know you know already things are gettin hot and heavy things are gettin hot and heavy girl i know you know already girl i know you know how its gon go down i know you babe   girl i know you know already what havent we done before what is not already mine couldnt tell you whats not yours yeah you know already tell you whats not yours tell you whats not yours  part ii   six months since ive been back in the six and i cant help but wonder how youve been babe   what are you on gotta let me know something what are you on gotta let me know something what are you on gotta let me know something wonder how youve been   ive been out in belair like will was these streets got so familiar malibu coast where i meditate book a plane home then i hesitate scared to see what i left behind its weighin heavy on my mind and i cant help but wonder how youve been babe   what are you on gotta let me know something what are you on gotta let me know something what are you on gotta let me know something wonder how youve been babe   r kelly you slipped out if you dont know already girl i know you know already girl i know you know already things are gettin hot and heavy things are gettin hot and heavy girl i know you know already girl i know you know how its gon go down,500000.0,0,1,4,3,568,2684.0,0.079,0.874,0.047,0.009687034277198211
88,more life,2017.0,fake love ,https://genius.com/drake-fake-love-lyrics, ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face   somethin aint right when we talkin somethin aint right when we talkin look like you hidin your problems really you never was solid no you cant son me you wont never get to run me just when shit look out of reach i reach back like one three like one three yeah   thats when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i dont trust a word you say how you wanna clique up after your mistakes look you in the face and its just not the same   ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face   yeah straight up to my face tryna play it safe vibe switch like night and day i can see it like right away i came up you changed up i caught that whole play since things never been the same   thats when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i can tell that love is fake i dont trust a word you say i dont trust a word how you wanna clique up after your mistakes thats just what i heard look you in the face and its just not the same   ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face ive been down so long it look like up to me they look up to me i got fake people showin fake love to me straight up to my face straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name you know,3700000.0,0,0,2,5,489,2170.0,0.204,0.677,0.119,0.01152073732718894
89,more life,2017.0,ice melts ,https://genius.com/drake-ice-melts-lyrics, yeah nigga what you thought slatt slatt slatt jeffery mario jeffery ayy yeah   feel a rumprump baby im needin somethin somethin i wan beat it up with somethin somethin youre a diamond out the rough or somethin somethin you need to give it up to someone you need to give luck to someone you need to fuckin stop watchin me you need to give it up to someone before you end up like woah woah woah woah like woah woah woah woah woah woah woah woah woah woah woah woah woah jeffery   look i want you to myself but i know you just left someone else i know you did he did a number on you i know brrrt that must be why you move so icy   icy like 1017 icy like theres nobody youd ever need better not give that up to anyone but me yeah patient as can be but   i still need some satisfaction a little less talk and a little more action i need you out in jamaica relaxin thought i had everything somehow   feel a rumprump baby im needin somethin somethin i wan beat it up with somethin somethin youre a diamond out the rough or somethin somethin you need to give it up to someone you need to give luck to someone you need to fuckin stop watchin me you need to give it up to someone before you end up like woah woah woah woah like woah woah woah woah woah woah woah woah woah woah woah woah woah jeffery   i wanna see you do more in this life if we takin it there takin it i want to see you do 911 fuck a panamera in a 911 see you when i see the real thing gettin realer and realer real yeah yeah yeah   but you icy like 1017 icy icy like theres nobody youd ever need icy icy better not give that up better not give that up im here patient as can be man   i still need some satisfaction a little less talk and a little more action i need you out in jamaica relaxin thought i had everything somehow   feel a rumprump baby im needin somethin somethin i wan beat it up with somethin somethin youre a diamond out the rough or somethin somethin you need to give it up to someone you need to give luck to someone you need to fuckin stop watchin me you need to give it up to someone before you end up like woah woah woah woah like woah woah woah woah woah woah woah woah woah woah woah woah woah jeffery   yeah nigga what you thought slatt slatt slatt jeffery mario jeffery ayy woah woah woah woah woah woah woah woah jeffery jeffery woah woah woah woah,727700.0,0,1,2,5,486,2334.0,0.188,0.789,0.024,0.012425021422450729
90,more life,2017.0,do not disturb ,https://genius.com/drake-do-not-disturb-lyrics, silence keeps cloudin me hand on my heart and i i wish time never mattered   yeah stylin though dissin but got pictures with me smilin though all the things you need you still want problems though all the things i know i still been silent though yeah used to be at silvercity indigo used to be in lunchroom playin dominoes i dont want to have to go to funerals i gotta start sleepin at the studio i dont have no time to be no romeo all the love i need is at the rodeo all the love i need is here at ovo yeah all the girls i know are there with e and tho who knows where i end up when that shit gets old maybe it never gets old and thats just how it goes last table left in carbone callin plays on the rotary phone i take a glass of domina to go with me home might move our annual shit to the dome i need 40000 people to see what im on yeah ducked a lot of spiteful moves i was an angry yute when i was writin views saw a side of myself that i just never knew ill probably selfdestruct if i ever lose but i never do steady doin double shifts 1da doin the beat and i open up like a double click more blessings because im generous thirtyseater plane for like ten of us remember when i bought sealey the fake chanel wallet she knew that shit was a fraud but never told me about it nowadays when we catchin up we just laugh about it cant describe what my life is like when she asks about it scary whenever i close my eyes at night wakin up to public statements about my private life i can never sleep til mornin on all my quiet nights but you can rest assured that my mind is right get no sick days i leave for like three months in six days never stick around to see shit change get lil updates texts in my inboxes have been poppin seasons go by like im bingewatchin went from club palazzo in the bridge to club liv to not even showin up at a club less we doin biz i cant even party while a nigga pursuin this distractions will do you in in the truest sense especially people that want to lecture me and frame it like they just want the best for me or they check for me whatever splits it up so theres more for them and theres less for me they dont know they got to be faster than me to get to me no ones done it successfully 7am in germany cant believe that they heard of me last verse that i gotta do is always like surgery always tryin to let go of anything thatll burden me thats the reason you can feel the tension and the urgency last chance i get to make sure that you take it personally take this shit to heart its always executed perfectly if we do a song its like takin my kids to work with me you overnight celebrity you one day star swear i told you that im in this bitch for eternity i am a reflection of all of your insecurities behind closed doors a lot of 6 god worshipping done talk now cause theres other shit thats concernin me theres real ones around me i want to make sure they learn from me i want to see my dog but his grandmothers his surety he cant even dip out to see me in an emergency my life is centered round competition and currency takin summer off cause they tell me i need recovery maybe gettin back to my regular life will humble me ill be back in 2018 to give you the summary more life,1700000.0,0,0,2,0,657,3217.0,0.159,0.707,0.134,0.010568852968604289
91,more life,2017.0,more life note ,https://genius.com/drake-more-life-note-annotated,more life   more time with family and friends more life   ive still got vibrations to send more life   they say that we could live forever   at night i pray its true   ive done so much in my short time and still theres more to do   but if someone should come collecting  sooner than were all expecting   at least the life you lived was one for you   drake,37400.0,0,0,0,0,84,355.0,0.082,0.918,0.0,0.0676056338028169
92,views,2016.0,keep the family close ,https://genius.com/drake-keep-the-family-close-lyrics, its a little chilly out there how you can stand there is beyond me   all of my lets just be friends are friends i dont have anymore how do you not check on me when things go wrong guess i shouldve tried to keep my family closer much closer all of my lets just be friends are friends i dont have anymore guess thats what they say you need family for cause i cant depend on you anymore   always saw you for what you couldve been ever since you met me like when chrysler made that one car that looked just like the bentley i always saw you for what you couldve been and even when its business with you its personal again i knew you before you made ends meet and now were meeting our end   and its all because you chose a side youre supposed to put your pride aside and ride for me guess it wasnt time yeah and of course you went and chose a side that wasnt mine   youre so predictable i hate people like you kennedy road taught me not to trust people like you how you supposed to figure out what im going through you cant even figure out whats going on with you you judge me fore you met me yeah it figures i make all the players anthems for the real niggas with my dad out in tennessee is where i belong out here in la i dont know whats going on i dont know whats going on   and its all because you chose a side youre supposed to put your pride aside and ride for me guess it wasnt time yeah and of course you went and chose a side that wasnt mine   you sit and you pray hoping that the stars align my luck is a sure thing cause im living right when i needed you you couldnt give me any advice but you always had something to say every other time everybody that i met on the way tries to get in the way im fooding and serving them all like im working for minimum wage someone up there must just love testing my patience someone up there must be in need of some entertainment forgiveness for your ways if i ever loved ya ill always love ya thats how i was raised same way im right here still feeling the way same way im realizing on a day to day that   all of my lets just be friends are friends i dont have anymore how do you not check on me when things go wrong guess i shouldve tried to keep my family closer much closer all of my lets just be friends are friends i dont have anymore guess thats what they say you need your family for cause i cant depend on you anymore much closer   any time people want to start problems its like for real are you dumb you know who mans are im not afraid no gyal heart man and im not afraid of no cyattie and im not afraid of no waste yute neither so anybody who want it can get it seh feh,1300000.0,0,0,3,2,550,2625.0,0.145,0.8,0.055,0.009523809523809525
93,views,2016.0,9 ,https://genius.com/drake-9-lyrics, yeah for the dogs dem you know man when shit gets like this man the whole city shits crazy right now and shit aint gonna stop know shit gonna get a lot more worse before it get any better   look momma hit my phone and said raps no good better than her telling me the checks no good now they wanna act like i do no good funny cause i really did more than i should i made a decision last night that i would die for it just to show the city what it takes to be alive for it cant get me on the line so they hang me out to dry for it you know 40 wants peace but im down to cut ties for it and i cant sleep these days unless i take one if they dont have a story these days theyll make one life is always on man i never get a break from it doesnt matter where i go i can never get away from it they give me loyalty and i dont gotta pay for it same way breads gotta break for it keeping people fed is my only peace of mind now and i turn the six upside down its a nine now i made a decision last night that i would die for it   dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas   all these hand outs man its getting outta hand ima start telling niggas get it how you can i got it right now so im everybodys friend if i ever lose i bet we never speak again i made a decision last night id die for it just to show the city what it takes to be alive for it first place first place man we cant be tied for it i only drove it five times paid 15 for it keychain go jangalang i wanna do major things mj in every way i just dont fade away six upside down its a nine now like mannie like stunna man shit is big time now and i made a decision last night that i would die for it   dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas dying yeah yeah gangstas gangstas gangstas   make me feel the same way that i did to you trust me when i say i thought it all through trust me when i say that shit is old moves god made himself a way from me to you tried to kill me but they still want the views tried to kill me but they still want the views tried to kill me but i am very much alive on the six side yeah i said i am very much alive on the six side i said i am,1300000.0,0,0,2,2,502,2341.0,0.215,0.655,0.13,0.012815036309269542
