,album,Release_Year,lyrics_title,lyrics_url,lyrics,track_views,is_demo,featuring,number_of_verses,number_of_chorus,# Of Words,Average Sentence Length,Positive Sentiment,Neutral Sentiment,Negative Sentiment,lexical diversity
255,room for improvement,2006.0,upa outro ,https://genius.com/drake-upa-outro-lyrics, welcome ladies and gentlemen to our annual recital here at the upa urban pianist association here is the most talented student in my class aubrey drake graham it has taken a long time for him to get to this point do not get me wrong hes not perfect but he has come a long way since my meeting with his mother he has made improvement so aubrey show these people what you got man   put the jamie foxx on them i wont be able to see you but i will be able to hear you from outside so ill eat my greek salad and drink that grey goose you gave me mmmm anyways good luck hey dont mess up okay my ass is on the line     hey what did i tell you about playing bad notes huh youre a failure just leave and take your damn grey goose with you,,0,0,0,0,157,730.0,0.142,0.703,0.155,0.03424657534246575
256,drake demo disk,2006.0,city is mine ,https://genius.com/drake-city-is-mine-lyrics, this the record that my backpack underground fans get to get to skippin back back southern town fans get to tippin chasin fat stacks runnin down grands and submission i dont back track every single sound for me different i dont own no ice just got clean rap dont ever two step i just rock lean snap we could take it out to houston where the rides all glossed up anybody im standin besides all bossed up burglar minded they say im servin them rhymers and me and nickel f go together like burgers and diners yes im like a waiter and you something like a hater with trays in both hands place an order i can cater uh i got the diamonds in my teeth flow memphis is the reason that my rhyming and my speech slow peep though when i get fed up its sped up riding through the streets just reclining in my seat hoe uh them city lights is looking brighter its 3 am in the morning an the pen is like a lighter im just a writer flaming pages of a notebook my rachel mcadams get at em when i ignite her yup soon as a couple plan a trip you smell gasoline im burning all up and down the strip strip i done said it i give you the unleaded just tip me if your tank is empty come get me   yo the city is mine which one toronto drake thats me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go   break it down like you working for your tuition at howard mama get it how you live that thang that you working is power tryna be generous so honey heres a tip nowadays its gettin cheaper to put 20s on the whip so if you a opportunist look for 20s in the clip and if you find em attractive and funny thats when you dip dip and its a trip my city broke into sections up north i got me a couple of troubles couple connections and its nothing that i created on purpose theres people that gotta problem but they scared to let it surface uh ya boy say this that and the third to em see me out and they never utter a word to em expect me not to draw a card from the deck anybody in my city going hard i respect but you got a debt and you choose not to pay that imma hop ya fence come into your yard and collect lect uh it aint a problem of concern bruh i always end up with exactly what i earn bruh this aint last year money like a cashier so hand your receipt if you tryna make a return bruh yessir i live in a city where a lot of people dont get shine shine and i be on by the fence as soon as anybody stepping out of line line and i got way too much love for the city i can never get too much of and if anybody hatin on me i deport em the city is mine boy   yo the city is mine which one toronto drake thats me you know how the story goes pull up range rove yo chick wanna roll and i play myself in the stereo and i make em wanna shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go shake shake it drop it drop it bounce it bounce it wop it wop it girl move that thang like you gettin money for college go   after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down after that break it down break it break it down,66400.0,0,0,2,0,732,3457.0,0.077,0.851,0.072,0.00809950824414232
257,drake demo disk,2006.0,do what you do remix ft nickelus f  no malice ,https://genius.com/drake-do-what-you-do-remix-lyrics, i do this for yall man malice nickelus f its the remix   lights slow motion steppin out the phantom all eyes on me peekin and glancin leanin on the wall with bboys dancin ears neck and wrists lookin like the kings ransom one chick each arm makin it a tandem flat here costing like fifty grand standard bottles poppin cars wit options we livin like kings homie you just watchin and im a show for ya marble flo for ya and that thing in the driveway came with the spoiler i aint bluffin cop jewels off the russian diamonds in the jesus look like hes blushin miami breezes we cross seasons escaped indictments thank you jesus yall haters aint even got a clue while we get this paper and thats how we do   re up gang re up gang   stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do   check the verses im writing you might wanna learn it you hatin my song but your wife wanna burn it so now you at the store for some blank cds you cant see me for your sake might wanna return it cause if you bring them discs home to ya girl shell forget you and ill be the only one she concerned with to the people that ignored me before this this one is for you as a song rerecorded funny thing is you just noticed me now but i was here all along your visions just been distorted im so throwed i live this you ask me what the business and i write a sixteen and report it the waiting is over i think music need it drake cuttin his records without gettin weeded people in the south want it chopped and screwed i got this dude they expectations imma exceed it like a singer with only backgrounds yall record it when its done ya lyrics tend to mislead ish finally here imma star with the timing my swagger is chill and my flow is reclining this for anybody thats searchin for cash and purchasing fast you only get the dough when you grindin and so i grind like im listening to i wayne my pain you can experience through the rhyming boy   stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do   ugh do what you do and i does what i does these chicks love me they say boy youre cleancut for a thug you should see the stampede when we rush in the club its like a offensive foul how they running to us charge all their drinks on that platinum card lord i got em hooked like the back of a bra ugh man i am like sam i am i get the green plus the eggs and ham and a pen for any beef trying to approach us let the sucker burn i dont even flip em over nickelus f teamed with drake now you mad as hell aint seen a better looking union since gabrielle well im hot as hell and i dont even need a stylist spit the infernal like the real world challenge va nickelus f push your mileage youre running up our animals like white boys they cowtip everybody knows cap from the south of wallis i aint gotta use a fist slap you with the chalice   stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do stance on lean leg up on the wall my people they chill why you haters wanna ball im satisfied with a little why you haters want it all you waiting for the spring and im gettin it in the fall but uh do what you do what you i do what i do dos what you do i do what i do,11900.0,0,0,4,0,923,4303.0,0.084,0.801,0.115,0.006042296072507553
258,unreleased songs,,fuckin problems lost verse by kendrick lamar ft 2 chainz aap rocky  drake ,https://genius.com/kendrick-lamar-fuckin-problems-lost-verse-lyrics, i remember being young dumb looking for the next thrill angry adolescents three things on our minds money murder and you   i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem if finding somebody real is your fuckin problem bring yo girls to the crib maybe we could solve it   picture perfect uh huh and i paint a perfect picture my intentions to get richer but i aint tryna split the profit with ya every pocket on me bleeds im a selfish ass nigga mmm deuces up black coupes is us uh huh or maybe the white on white ku and klux head all in the bathroom beg for it ill be back soon fuckin problem fuck your problems i got my own but one aint a dollar i got five phones for five different reasons london tasha mya keisha courtney blueeyed devils with no visas overseas high heels wine and pizza overdosed on bad bitches i swear one on both arm but need two pair i beast   i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem if finding somebody real is your fuckin problem bring yo girls to the crib maybe we could solve it   yeah ho this the finale my pep talk turn into a pep rally say she from the hood but she live inside in the valley now vacad in atlanta then she goin back to cali mmm got your girl on my line world on my line the irony i fuck em at the same damn time she eyeing me like a nigga dont exist girl i know you want this dick girl im kendrick lamar aka benzistomejustacar that mean your friendses need be up to par see my standards are pampered by threesomes tomorrow mmm kill em all dead bodies in the hallway dont get involved listen what the crystal ball say halle berry hallelujah holla back ill do ya beast   i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem i love bad bitches thats my fuckin problem and yeah i like to fuck i got a fuckin problem if finding somebody real is your fuckin problem bring yo girls to the crib maybe we could solve it,17400.0,0,0,3,3,499,2435.0,0.171,0.468,0.361,0.010677618069815195
259,unreleased songs,,scorpion intro ,https://genius.com/drake-scorpion-intro-lyrics, yo   im in new york and youre in long island i dont even treat you that good girl why you smilin its three in the mornin why are you drivin why you stoppin for gas to get on the highway just to end up in my place,,0,0,1,0,46,213.0,0.059,0.895,0.046,0.11267605633802817
260,unreleased songs,,from florida with love original ,https://genius.com/drake-from-florida-with-love-original-lyrics, plug im back baby where the love bitch ayy yeah   ayy ayy plug writin this from florida with love love rest in peace to static yellin shawty want a thug ayy bottles in the club ayy know i love to touch ayy weezy played that shit for me and kobe on the bus bottles in the club ayy know i love to touch ayy weezy played that shit for me and kobe on the bus yeah went and got a chain for me i had to give it up yeah niggas had they pistols loaded pointed at my truck ayy and you know that lesson stuck right from that day i never touched the road without a plug ayy from that day i never saw the point in talkin tough nah hasnt happened since i guess you niggas know whats up yup yeah havent seen the 6ix in like a month 6ix fuck that im back baby where the love love rappers that i threw an alleyoop are throwin subs yeah but they gotta dap me when they see me thats whats up thats whats up i let that shit slide i got everything i can lose it all if im reactin to the petty things my bro named casino yeah but he aint into bettin things fbg the gang and they down to stain anything mhm yeah thats right yeah thats right fbg the gang and they down to stain anything stain mhm stain yeah thats right yeah thats right fbg the gang and they   booted up turned up piped up plug im back baby where the love where the love at im back baby where the love where the love at im back baby where the love booted up turned up piped up plug im back baby where the love where the love at im back baby where the love where the love at im back baby where the love  ,12300.0,0,0,1,1,325,1548.0,0.268,0.663,0.068,0.01744186046511628
261,unreleased songs,,successful  ,https://genius.com/drake-successful-demo-lyrics, alright well um alright we well fuckin figure it out you know what youyou know what youre doin with it you know makin it to the top all the way to the top yeah you do it for the money and not the honey you know what im sayin you know what im sayin   part of me wish that i could meet with all you haters in person they got a lot of feelings for me they just aint certain how to express themself when i walk into the club and take stares like the fuckin elevators aint workin yea cuz they know the promoter paid you you wouldnt have come if someone hadnt of made you you just lookin forward to seein woman that played you and shittin on the men they get engaged to i swear its like uh more confidence and less fear we can discuss it further when yall manage to get here diddy here o here skinny here rex here and we just havin one of those conversations about next year ima kill it i promise this i know you mad ive always treated my city like some shoulder pads the big homie use a flash if you must and i swear i aint asking for much all i want is the   yeah i want the money money money and the cars cars and the clothes clothes the hoes i suppose i just wanna be yeah i just wanna be successful thats all i want man i just wanna be i just wanna be successful you gotta tell em trey i just wanna be i just wanna be successful   yeah and i dont know if i can do that with you so,9400.0,1,0,1,1,294,1380.0,0.185,0.757,0.059,0.01884057971014493
262,unreleased songs,,lie to me ,https://genius.com/drake-lie-to-me-lyrics, man get the fuck away from us we dont want nothin but money we some family men we gettin this paper know what im talkin bout and i had to put that out there bun because a lot of niggas doin lot of fugazi shit out here man   love me save me tell me try me all you do is lie to me takin me for granted i could tell all you do is lie to me lies dont excite me im lonely need more than a homie takin me for granted i could tell   all you do is lie to me and dub me you never love me any confidence i came with you take it from me i just wanna get beside you and make you love me i just can not take the silence you keep ignorin me see you makin all this time for more important things we was sposed to catch a vibe the other night busy now but you was down that other time why you always lead me on and give me signs i just wanna get beside and make you mine i just wanna come inside and reunite got me waitin outside hah   love me save me tell me try me all you do is lie to me takin me for granted i could tell all you do is lie to me lies dont excite me im lonely need more than a homie takin me for granted i could tell   uhm you was just so in your pocket uhm cats used to tell me when they used to come to my house in miami and shit that that that they felt a feelin of like they felt a lil fucked up in they stomach but they was inspired cause they knew they they they had somethin to see the dream for you know i done seen a lot of shit i aint never seen a a young nigga as consistent as you that has affected the world in such a positive way since you know michael jackson and then when youve finally got the crib all you do is lie to me you did it like not even none of us did it you feel me uhm nah i mean i did it like that i aint gon lie i aint gon lie to you i did it like that but i aint never been affected by another nigga crib in the way that did it to inspire me how cats told me that hed been inspired all you do is lie to me and felt that feelin in they gut like i gotta work harder need more than a homie well i mean workin harder just to compete bro for real for real its either you fuckin in the game or youre out the game nigga im back in this motherfucker lets get some money its over nigga you have arrived top five end of discussion may god bless you inshallah you know what im sayin this your brother diddy take that and thank you for the inspiration jheeze,34600.0,0,0,1,2,518,2383.0,0.174,0.726,0.1,0.01174989509022241
263,unreleased songs,,issa original by 21 savage ft drake  young thug ,https://genius.com/21-savage-issa-original-lyrics, issa kylie might be jenner hol up lets fight about it hol up she leave wit the winner hol up bricks this shit finna kill these niggas nnnnnarcos wheezy beatz   issa issa issa issa issa issa issa issa   issa knife dawg issa knife i got stripes dawg whats in that wraith savage its some white dawg its some nosewipe wipe thats a slime slime chopper singin singin ginuwine brrrrr im on air one damn issa nine nine on gresham road gresham all the time everytime i be cheatin nah she be cryin cry she tell the truth i be lyin i be lyin issa paintin bitch thats art half a ticket half a ticket issa kylie boss might be jenner hol up hol up issa jet phew issa check check issa savage issa savage now she wet now she wet issa pyrex woo i got crack i got crinack got a coolin system issa tec thu thu thu thu thu if your bitch spend the night issa sex slime if your watch aint cost a hundred it aint shit it aint shit slime   issa x lil nigga its respect if she dont check em what she gon do issa next next issa slice slice yes or not yes or no only one body only one body issa squash hah im out the gutter dawg nigga im real raw nigga i got real hitters i got real hitters issa gravedigger graves nigga im real raw real raw issa babysitter ya dig oh thats a real kiddie real child nigga thats a real stripper fool i see whiskers cat he scared issa pig issa pig couldve been had em talk to rika instead yeah yeah tremendous pool issa livin room we tigers in the streets bitch tycoon woop nigga issa patek nigga issa necklace patek nigga issa knife came for a slice came for a what better get right fool nigga get diced slime god never tell the truth issa lie on god   issa 21 young savage issa jeff issa jeffery issa profit dawg big racks issa net got it on score i watched you go sell four million issa stretch issa issa you gave somethin to the cops issa sketch issa picture issa drawin its picasso issa foreign foreign skrrrrt this look fun this looks fun that looks borin that looks dumb girl stop textin me so much issa nnoying bitch stop texting me issa bloody laferrari issa fortune skrrt skrrrrrt   issa duffle bag duffle issa goyard goyard thats a pump fake oops this a whole car whole car issa vvs vvs and its swimmin swimmin im a gang banger gang im lieutenant issa thugger issa lieutenant boy with all the fuckery issa menace tell me your target tell me your bargain please dont scream its an arson issa rolls royce skrrt skrrt and its tinted skrrt skrrt spent your bank account on god at the dentist issa a bentley skrrt skrrt it aint rented hell nah issa diss song now they missin tried to tell em issa brown bag issa blue cash issa coup thats fast issa green xan issa moshpit issa bandana issa taliban alexander mcqueen   issa 40 forty shorty issa 30 thirty thirty issa dessy issa dessy yall not ready yall aint ready issa nail polish issa nail polish bitch im petty the most issa ton of these issa ton six god heavy six god heavy ayy issa ysl slime issa pde slime thats my old ting thats my old ting issa tbt hah issa tax bracket tax bracket issa stoney jacket stoney jacket world is mine now world is miiiine its on tony status its on tony status   nigga dont argue argue nigga you pardoned pardoned nigga gon harm you harm you nigga we heartless heartless and i got a rari rari and i got a harley and i got a harley and i got saint laurent i got saint laurent on my garments on my garments issa 21 issa rat issa pump issa killer issa pistol issa dismissal issa kiss issa yes you kissed her issa dismissal issa dismiss you issa my pistol issa spillin issa spillin issa spillin issa issa killers issa hitters issa hit em issa missiles issa shit issa gotta hit em issa fuck it issa fuck em issa fuck em issa bust em issa truck em issa fuck em issa buck em issa just dont cuff em issa 21   issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa   issa slight problem niggas poppin like theyre popcorn nigga hit the bitch with my socks on nigga now they turnt issa issa issa knife lil nigga know some hitters out the 9th lil nigga,285600.0,0,0,6,0,808,4069.0,0.086,0.752,0.162,0.00811010076185795
264,unreleased songs,,issa by 21 savage ,https://genius.com/21-savage-issa-lyrics, issa issa issa issa kylie might be jenner hol up lets fight about it hol up she leave wit the winner hol up issa issa issa issa issa issa issa nnnnnarcos issa wheezy beats   issa knife dawg issa knife i got stripes dawg fuckboys whats in that wraith savage its some white dawg its a wife its some nosewipe wipe thats a slime slime chopper singin singin ginuwine brrrrr im on air one damn issa nine nine on gresham road gresham all the time everytime i be cheatin nah she be cryin cry she tell the truth i be lyin i be lyin issa paintin bitch thats art half a ticket half a ticket issa kylie boss might be jenner hol up oh my god issa jet phew issa check check issa savage issa savage now she wet now the bitch wet issa pyrex woo i got crack i got crinack got a coolin system issa tec thu thu thu thu thu if your bitch spend the night issa sex slime if your watch aint cost a hundred it aint shit it aint shit slime   issa x lil nigga its respect respect if she dont check em what she gon do issa next next issa slice slice yes or not yes or no only one body only one body issa squash hah im out the gutter dawg nigga im real raw nigga i got real hitters issa gravedigger nigga im real raw issa babysitter oh thats a real kiddie nigga thats a real stripper i see whiskers he scared issa pig couldve been had em talk to rika instead tremendous pool issa livin room we tigers in the streets bitch tycoon nigga issa patek nigga issa necklace nigga issa knife came for a slice better get right nigga get diced never tell the truth issa lie   issa 21 young savage issa jeff issa jeffery issa profit dawg big racks issa net gotta go n score i watched you go sell four million issa stretch issa issa you gave somethin to the cops issa sketch issa picture issa drawin its picasso issa foreign foreign skrrrrt this look fun this looks fun that looks borin that looks done girl stop textin me so much issa nnoying bitch stop texting me issa bloody laferrari issa fortune issa 40 forty shorty issa 30 thirty thirty issa dessy issa dessy yall not ready yall aint ready issa nail polish issa nail polish bitch im petty emojis issa ton of these issa ton six god heavy six god heavy ayy issa ysl slime issa pde slime thats my old ting thats my old ting issa tbt hah issa tax bracket tax bracket issa stoney jacket issa stoney jacket world is mine now world is miiiine its on tony status its on tony status   issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa issa,,0,1,3,0,490,2482.0,0.092,0.792,0.116,0.01329572925060435
265,unreleased songs,,vital ,https://genius.com/drake-vital-lyrics, i dont care what you done i dont care where you been all you got do to is look over your shoulder and look where god has walked you from all you gotta do is look back just somebody look over your shoulder look where you come from look where you come through i come through the storms and rain look where i come from i was down but now im up look where i come from by the grace of god by the goodness of god look where i come from remind me where im from again 6ix yeah thats right thats right tryna suppress the stress you know got a family tree that needs watering a father that needs fathering a mom that would probably prefer the whole motherdaughter thing but we still rolling you know   flipping my phone soon as i wake they callin my name just another day cant bend cant break cant let it show on my face all of my mistakes right there on display all part of my story skin thick as my shawty yeah too thick shawty flipping my phone soon as i wake is everybody safe carrying the weight tell me what it takes to get everybody straight the money in my safe cant buy a clean slate clean isnt for me anyway   i dont want you to allow people to tell you that you are useless alright alright go ahead and tell em go ahead and tell em because i want you to know god told me to tell you this day you are useful tell em tell em you are valuable yes and you are vital yes to god   vital vital on baby on bible remember what i left when i go remember what i said when i spoke please dont stand at my grave and cry though im not there they made it so i can never really die though so please dont stand at my grave and cry though pop champagne scream my words let me leave on a high note and dont let nobody call me an idol cause i was never sitting idle and my people go where i go   dont let nobody sell my house on the bridle worked too hard for the title worked too hard where did life go last thing i heard was andre scream ice cold past eight years feel like i had my eyes closed blindfolded smoke before i make my decisions thats how i take the high road say i never get alone time thats a lie though im still alone with everybody as far as i know,56300.0,0,0,2,1,449,2147.0,0.174,0.727,0.099,0.012109920819748486
266,unreleased songs,,do it all ,https://genius.com/drake-do-it-all-lyrics, somebody remind me where i am thats right im at home yeah im right where i belong girl you say you feeling faded yeah me too this smoke is getting blown and these drinks are super strong i know they aint getting money like we do so its on i was looking for the one now im feeling dumb for thinking it was you i was wrong now im back up in this bitch going harder than i did watch me do it  and imma do it all feeling like the old me you dont even know me imma do it all imma do it all thats probably why im back up in this bitch going harder than i did watch me do it   tonight im into breaking up somebodys home im drunk as ever im not alone i i i im with my people i know you love it i dont just do it i over does it i be getting money so long its just paper to me take all my memories with you and just erase it for me you can never reminisce when you forget it all careful what you wish for you just might get it all now my life is angel hair and pinot grigio baby forget about it im headed wherever this motherfucking jet is routed you cant have my heart the doctor told me id be dead without it  my judgments never cloudy thats why im steady yelling weatherman weatherman im about whatever man im tryna fuck with tinkerbell in never neverland but im polite about it baby after you ive had a glass or two so somebody remind me where i am     tryna get the green like im waiting at a long light broke just doesnt suit me girl and every night is prom night whered i put my bow tie millionaire multi rest in peace to big and praises to the most high getting stupid paid off of smart decisions im the man now i guess that parts a given so someone please tell me the problem with my competition i ask whats up and they just say the cost of living i love from it though ive been down and i got up bring a hundred thousand to the club and light your spot up and me falling and landing in love shouldnt happen because everythings easier to get into than get out off but someone show me to the owner of this city because the owners always seem to be the only people with me im still the mafia still run the committee ny forever nigga diddy    ,58400.0,0,0,2,0,452,2140.0,0.106,0.805,0.089,0.011214953271028037
267,unreleased songs,,where were you ,https://genius.com/drake-where-were-you-lyrics, i have to watch the road i swear that every car that passes has you in it i cant believe were finished my life is movin fast the time will often pass and something will remind me i cant put this behind me i thought you wouldve called by now by now you couldve had my all by now by now its been too many years for you to disappear and have me asking the question   i wonder whatever became of you although its not that im surprised its not i didnt try its not that i was frightened of you although i said all goodbyes and you had all your cries i wonder whatever became of you i wonder whatever became of you i wonder whatever became of you   i swear i heard you call but when i heard youd gone i hate that i looked desperate you gone is like me naked im steering not to crash trying to make it last keep looking close behind me my eyesight on a memory i thought you wouldve called by now by now you could have all my love right now by now gave into my fears while you just disappeared thats why im asking this question   i wonder whatever became of you although its not that im surprised its not i didnt try its not that i was frightened of you although i said all goodbyes and you had all your cries i wonder whatever became of you i wonder whatever became of you i wonder whatever became of you   i cant go to bed im thinking about my goals and how we used to say a goal is just a dream with a deadline where did the other half of my heart go why am i in bed alone how come when i drive by it looks like you are never home do you even live there or did you take a uhaul too far move off and not even tell me that youre gone we were on fire somehow that fire cooled off burnt out i kept straight but i wonder how you turned out   i wonder whatever became of you although its not that im surprised its not i didnt try its not that i was frightened of you although i said all goodbyes and you had all your cries i wonder whatever became of you i wonder whatever became of you i wonder whatever became of you,183400.0,0,1,3,0,423,2007.0,0.068,0.834,0.098,0.01245640259093174
268,unreleased songs,,easy ,https://genius.com/drake-easy-lyrics, yeahyeah yeahyeahyeah yeah   champagne with breakfast while im yawning you cant drink all day if you dont start in the morning lord forgive me i cant take things slowly slow im gone on them once i get going gone on them oh gone on them   she tryna take it all off for me tryna take it all off tryna stay real close to me she tryna stay real close i gotta catch myself i gotta catch myself i cant play myself i need to take it   easy easy easy easy easy easy easy easy   railiza ow you need a money and visa and you get what you want always from me i cant say no when you say please i cant say no howisha you need a ow baby with me uh and im takin my time just wait dont leave i cant say no when you say please i cant say no ow you wanna drink like bajan and dance like trini yeah you want a supermodel pose like mi real friend winnie like mi real friend yeah vacation is done but im not finished no   champagne with breakfast while im yawning pardon you cant drink all day if you dont start in the morning lord forgive me i cant take things slowly slow im gone on them once i get going gone on them gone on them gone on them ow   she tryna take it all off for me close tryna take it all off tryna stay real close to me she tryna stay real close i gotta catch myself i gotta catch myself i cant play myself i need to take it   easy easy easy easy easy easy easy easy   i bet i never disrespect you darlin uh i beg you pardon me darlin i see you roamin ridin work outfit on she aint joggin yeah i see right through your body you need a younger to give you guidance she say im the youngest but i treat her the nicest   she tryna take it all off for me she tryna do it incog with me she tryna stalk young darlin i plan on fuckin every girl in the world but im takin it   easy easy easy easy easy easy easy mmmmm   i raised change for you i gave all my stain to you you know i bang for you even my main know i got a thing for you walked in a aisle anyday for you ill go under maintainin for you jump when you say like a kangaroo cryin over you and it aint nothin new   you let me wear your watch then i fucked your girl in it we danced drunk then we hurlin she presented a gift with a shitface im tryna fuck every girl in the place but im takin it   easy easy breezy easy easy breezy easy breezy,6000.0,0,1,3,5,504,2291.0,0.286,0.675,0.039,0.010912265386294195
269,unreleased songs,,desires  ,https://genius.com/drake-desires-demo-lyrics, put that christian dior on a muslim she feelin like she was sinnin her family lose faith in a genocide i told em bring em all to finland i dont mean to admire you just passion im winnin d hill said i was in that uk get closer to feelin it had to double back up my doublecup yeah yeah you gotta put up out the city she cant get any closer especially when youre driving a bandwagon after you gotta put em on she like that   ayy i should have put you somewhere where no one could find you mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment woo cause you got desires i know i know i know hey cause you got desires i know i know i know hey cause you got desires   you got that fire and im not a liar you had me down on my knees everyday had to talk to messiah im in that 81 and this that 82 this a different ferrari yeah i tried to pay all of your loans off and cop you a driver yeah i had you stayin too close to the city you actin too vulnerable livin this life i shoulda moved you away from houston before i copped you all this ice you wanna be my number one youre not actin like the main thing i let you play my number two you barely made the section   i should have put you somewhere where no one could find you find you mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment ayy cause you got desires i know i know i know hey cause you got desires i know i know i know hey cause you got desires   i should have put you somewhere where no one could find you mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment hey cause you got desires i know i know i know hey cause you got desires i know i know i know hey cause you got desires   you should have did what you said you wouldd do you should be movin in silence see the type girl you hang with the wildest need a better environment i bought bags to fill up your closet i pop tags i know where im rounded i do the dashes get higher than the mountain you need class to be with a celebrity so sad you lookin like charity what you wanna do see niggas bury me all of my brothers are black carry me i cant answer you through the legacy at the embassy speak it was like therapy bought a patek philippe in your currency bitches cant keep it real with a nigga movin so desperately you the one that did the twitter shit first to see how these hoes react the only one that can make me feel some way cause i love you back you wanna be my queen niggas fuckin on you think ima take you back your bags are secured at home relax   i should have put you somewhere where no one could find you mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment hey cause you got desires i know i know i know hey cause you got desires i know i know i know hey cause you got desires   i should have put you somewhere where no one could find you mansion out in the sticks with nothin around you california santa barbara you know an early retirement oh cause you got desires i know i know i know,7700.0,1,1,2,4,642,3121.0,0.085,0.849,0.066,0.009612303748798462
270,unreleased songs,,from time  ,https://genius.com/drake-from-time-demo-lyrics, whats up been a minute since we kicked it youve been caught up with them bitches i dont get it youre a star love you shouldnt have to deal with that id never make you feel like that cause   i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   yeah i needed to hear that shit i hate when youre submissive passive aggressive when were texting i feel the distance i look around the peers that surround me these niggas tripping i like when money makes a difference but dont make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money pussy vacation and influence a generation thats lacking in patience ive been dealing with my dad speaking of lack of patience just me and my old man getting back to basics weve been talking bout the future and time that we wasted when he put that bottle down girl that niggas amazing well fuck it we had a couple coronas we might have rolled a white paper just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown ups you a flower child beautiful child im in your zone looking like you came from the 70s on your own my mother is 66 and her favorite line to hit me with is who the fuck wants to be 70 and alone you dont even know what you want from love anymore i search for something im missing and disappear when im bored but girl what qualities was i looking for before who you settling for who better for you than the boy huh   i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love i wish you could see i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   shoulda spent more nights coulda changed your life we woulda been alright all these shoulda coulda wouldas in her ear one time prolly wastin my time cause she heard it all cause she heard it all girl i coulda changed your life but you heard it all well ima say it anyway shawty im from the city where we were never taught to love you aint gotta be in love to fuck girl im just tryna say im from the city oh where the money makes a difference but it never made us different oh,13100.0,1,1,2,2,545,2629.0,0.207,0.7,0.093,0.011791555724610117
271,unreleased songs,,body 2 body lovesick ,https://genius.com/drake-body-2-body-lovesick-lyrics, uh uhuh   why are we in chanel talkin bout life and shit got my emotions on open mic and shit fancy all this pink champagne on ice and shit off one glass girl i can see how nice you get   buzzin your body body to body you said youre over me now youre all over me buzzin your body body to body you said youre over me now youre all over me   i know you know im in too deep to let it go i know you know its in my nature to get distant i know its been a year since i left you alone unfortunate i think you know theres somethin missin but you never say shit dont know how to take it were good on our own but i miss being on wiltshire at your place and i drink you under tables got you misbehavin   buzzin in your body body to body you said youre over me now youre all over me buzzin in your body body to body you said youre over me now youre all over me,11900.0,0,0,2,2,187,849.0,0.039,0.869,0.092,0.02944640753828033
272,unreleased songs,,pain 1993  ,https://genius.com/drake-pain-1993-demo-lyrics,lyrics from snippets    codeine if you dont say it direct could give a fuck ayy yeah yeah   i just brought my coupe out this bitch you know im goin in i just threw my wrist out in this bitch yeah its frozen i just put my dick all in this bitch got her moanin i just put my dick all in this bitch you know im on it   copped me a coupe  hold up yeah i just copped me a coupe i wrecked that shit yeah 30 racks on me when i pack pull the bitch over i just whack give this bitch a molly im on ecs,,1,1,1,1,112,491.0,0.083,0.61,0.307,0.05702647657841141
